source,country,query,title,company,location,salary_min,salary_max,description,created,scraped_at,country_name,skills,salary_avg
adzuna,nl,javascript developer,Full Stack JavaScript Developer,ELTEMATE,Nederland,,,ELTEMATE June 2025 Job Description | Full Stack JavaScript Developer We are seeking a talented and experienced Full Stack JavaScript Developer to join our growing team. 1. ABOUT ELTEMATE We are ELTEMATE – A Hogan Lovells Technology Brand. Our goal is to make clients’ lives easier by delivering practical solutions to everyday problems. We combine a deep understanding of our clients' legal needs with the speed and innovation of a technology startup. Our portfolio covers a large spectrum of legal …,2025-06-26 15:59:00+00:00,2025-06-30 19:53:58.703105,Netherlands,['JavaScript'],
adzuna,nl,javascript developer,Senior Frontend Developer,Oakwell Hampton Group,Nederland,,,"Mid-Senior Frontend Developers Salary: Up to €85,000  Benefits Location: Amsterdam, Utrecht, Rotterdam, Den Bosch or Eindhoven We are seeking the top 5% of JavaScript developers who desire unbeatable access to exciting projects and want to join a company who invest heavily in the growth of their employees - resulting in an excellent retention rate! Why join? Top 3 Companies in NL: Recognized for multiple years in growth, innovation, and outstanding work culture. ‍ Cutting-Edge Technology: Work …",2025-06-25 09:50:21+00:00,2025-06-30 19:53:58.703115,Netherlands,[],
adzuna,nl,javascript developer,Full Stack Developer (JavaScript / React / Vue / PHP / SQL),Fiber Groep,Nederland,,," Standplaats : Almere  Dienstverband : 32 tot 40 uur per week  Startdatum : In overleg / zo snel mogelijk ✉️ Contact: werkenbij@fiber.nl Bij Fiber Services B.V. , onderdeel van de Fiber Groep, bouwen we intern aan software die direct bijdraagt aan de efficiëntie en groei van ons bedrijf. Geen eindeloze meetings of ondoorgrondelijke systemen, maar slimme, stabiele oplossingen waar je als developer écht invloed op hebt. Als Full Stack Developer werk je mee aan de hele keten van onze software: van…",2025-06-27 10:22:05+00:00,2025-06-30 19:53:58.703119,Netherlands,"['JavaScript', 'React']",
adzuna,nl,javascript developer,Front-end Developer,Axiom Software Solutions Limited,"Amsterdam, Noord-Holland",,,"Role- Frontend Developer Location – Amsterdam, Netherlands Duration- 3-6months contract Experience: 4 Years Job Description: A hardcore JavaScript developer in Front-end development Extensive experience in developing Front end applications with the latest versions of JavaScript (ES5/ES6), HTML and CSS Extensive experience in developing Web components using Angular 8  or ReactJS or Lit-HTML/Lit-Element Extensive experience in web testing stack - Karma, Chai, Sinon, Jasmine Extensive experience i…",2024-12-06 10:49:33+00:00,2025-06-30 19:53:58.703122,Netherlands,[],
adzuna,nl,javascript developer,"Full Stack .NET Developer (CSS, Javascript, HTML)",ARHS,"Den Haag, Zuid-Holland",,,"Job Description Write and support backend code in .Net Core using some of the most common libraries (Newtonsoft.Json, OpenTracing, Swagger, Bogus, AutoBogus, Moq). Participate in the .NET implementation of a micro-services solution, being able to write backend code in a reliable, fast, scalable, and secure way, satisfying requirements and service level agreements. Write and support services that read/transform/write data from multiple sources to multiple destinations (APIs, SQL Server, Elastics…",2025-06-12 00:55:41+00:00,2025-06-30 19:53:58.703126,Netherlands,['JavaScript'],
adzuna,nl,javascript developer,Senior Fullstack JavaScript (React  Node.js  React Native) Developer (Europe),Interactivated Solutions Europe,"Oosterpoortwijk, Groningen",,,"Are you ready to take your fullstack JavaScript skills to the next level by building modern, high-impact applications? We’re looking for a Senior Fullstack Developer with expertise in React, Node.js, and React Native to join our experienced and forward-thinking development team. You'll be part of a collaborative environment focused on delivering high-quality web and mobile applications across a variety of platforms. As part of our innovative IT services and consulting team, you’ll be involved i…",2025-05-01 20:16:54+00:00,2025-06-30 19:53:58.703129,Netherlands,"['JavaScript', 'React', 'Node.js']",
adzuna,nl,javascript developer,Frontend Developer - Zwolle,Noir,"Zwolle, Overijssel",60000.0,84000.0,"Frontend Developer - Fintech Start Up - Zwolle , Netherlands (Tech stack: Front End Developer, JavaScript, HTML5, CSS3, Angular, KnockoutJS, BackboneJS, React, Angular, VueJS, jQuery Typescript, Web, UI, UX, User Interface, User Experience, Front End Developer) We have several fantastic new roles for Front End Developer to join an ambitious Fintech start-up. This is your chance to work with the sharpest minds in private wealth management and financial software development. Our client's latest p…",2025-06-24 09:54:03+00:00,2025-06-30 19:53:58.703132,Netherlands,[],72000.0
adzuna,nl,javascript developer,Frontend Developer - The Hague,Noir,"Den Haag, Zuid-Holland",48000.0,81600.0,"Frontend Developer - Global Fitness Movement - The Hague (Tech stack: Front End Developer, JavaScript, HTML5, CSS3, Angular, KnockoutJS, BackboneJS, React, VueJS, jQuery Typescript, Web, UI, UX, User Interface, User Experience, Front End Developer) Established in 2012 in California, our client embarked on developing an app and website that streamlined the process of finding and booking fitness classes for enthusiasts across the state. Today, the company is transforming how people lead their liv…",2025-06-24 09:54:03+00:00,2025-06-30 19:53:58.703136,Netherlands,[],64800.0
adzuna,nl,javascript developer,Senior Salesforce Technical Consultant,Cloudmuscle B.V.,"Utrecht, Provincie Utrecht",66000.0,78000.0,"We have an exciting full-time opportunity for a Senior Salesforce Technical Consultant/Developer with our client in the IT Services industry. Their office location is in Utrecht, and this will be the location that you will be working from 2 days per week. Our Company Cloudmuscle, a Salesforce Partner founded in 2020, specializes in CRM, AI, Analytics, and custom solutions for general business and enterprise clients across Professional Services, IT Services, Software and Staffing & Recruitment. …",2025-06-05 18:37:31+00:00,2025-06-30 19:53:58.703139,Netherlands,[],72000.0
adzuna,nl,javascript developer,Medior - Senior Salesforce Developer/Technical Consultant,Cloudmuscle B.V.,"Utrecht, Provincie Utrecht",,,"We have an exciting full-time opportunity for a Salesforce Technical Consultant/Developer with our client in the IT Services industry. Their office location is in Utrecht, and this will be the location that you will be working from 2 days per week. Our Company Cloudmuscle, a Salesforce Partner founded in 2020, specializes in CRM, AI, Analytics, and custom solutions for general business and enterprise clients across Professional Services, IT Services, Software and Staffing & Recruitment. We prov…",2025-06-11 18:49:59+00:00,2025-06-30 19:53:58.703142,Netherlands,[],
